"","5-Fluorouracil","ABT737","Acetalax","Afatinib","Afuresertib","AGI-5198","AGI-6780","Alisertib","Alpelisib","AMG-319","AT13148","Axitinib","AZ6102","AZ960","AZD1208","AZD1332","AZD2014","AZD3759","AZD4547","AZD5153","AZD5363","AZD5438","AZD5582","AZD5991","AZD6482","AZD6738","AZD7762","AZD8055","AZD8186","BI-2536","BIBR-1532","BMS-345541","BMS-536924","BMS-754807","Bortezomib","Buparlisib","Camptothecin","Carmustine","Cediranib","Cisplatin","Crizotinib","Cyclophosphamide","Cytarabine","CZC24832","Dabrafenib","Dactinomycin","Dactolisib","Daporinad","Dasatinib","Dihydrorotenone","Dinaciclib","Docetaxel","Doramapimod","Elephantin","Entinostat","Entospletinib","Epirubicin","EPZ004777","EPZ5676","Erlotinib","Fludarabine","Foretinib","Fulvestrant","Gallibiscoquinazole","Gefitinib","Gemcitabine","GNE-317","GSK1904529A","GSK2578215A","GSK2606414","GSK269962A","GSK343","GSK591","I-BET-762","I-BRD9","Ibrutinib","Ipatasertib","Irinotecan","IWP-2","JQ1","KU-55933","Lapatinib","LCL161","Leflunomide","LGK974","Linsitinib","LJI308","Luminespib","LY2109761","MG-132","MIM1","MIRA-1","Mirin","Mitoxantrone","MK-1775","MK-2206","MK-8776","ML323","MN-64","Navitoclax","Nelarabine","Nilotinib","Niraparib","NU7441","Nutlin-3a (-)","NVP-ADW742","Obatoclax Mesylate","OF-1","Olaparib","OSI-027","Osimertinib","OTX015","Oxaliplatin","P22077","Paclitaxel","Palbociclib","PCI-34051","PD0325901","PD173074","Pevonedistat","PF-4708671","PFI3","Pictilisib","PLX-4720","Podophyllotoxin bromide","PRIMA-1MET","PRT062607","Pyridostatin","Rapamycin","Ribociclib","RO-3306","Ruxolitinib","RVX-208","Sabutoclax","Sapitinib","Savolitinib","SB216763","SB505124","SCH772984","Selumetinib","Sepantronium bromide","Sinularin","Sorafenib","Staurosporine","Talazoparib","Tamoxifen","Taselisib","Telomerase Inhibitor IX","Temozolomide","Teniposide","Topotecan","Tozasertib","Trametinib","Ulixertinib","UMI-77","Uprosertib","VE-822","VE821","Venetoclax","Vinblastine","Vincristine","Vinorelbine","Vorinostat","VX-11e","Wee1 Inhibitor","WEHI-539","WIKI4","Wnt-C59","WZ4003","XAV939","YK-4-279","ZM447439","Zoledronate"
"KMH2",6.060819,2.714398,5.485925,1.735724,2.635378,4.002805,3.652016,0.788438,3.510096,3.023858,3.223237,NA,3.246522,0.170512,4.165404,3.860849,2.101029,2.204523,1.758667,1.794798,2.612961,2.176489,1.959483,3.613899,NA,1.632002,0.172931,NA,3.342779,NA,3.391173,1.98332,2.995141,NA,-5.485001,0.216575,-3.229047,5.159162,2.51761,1.252632,2.66039,4.985372,0.600103,3.921519,4.819412,-4.6746205,-1.944324,NA,3.328956,-0.122768,-3.064642,-4.6048485,NA,3.589533,1.936398,2.823816,-2.650512,5.080112,4.968091,2.445067,4.936482,1.743226,2.6852165,2.684607,3.401995,-2.319748,0.825555,3.168554,4.961736,2.951252,NA,1.940371,5.011433,3.47144,3.262052,5.009623,3.189694,1.989624,2.601904,NA,NA,2.441363,5.011163,5.350576,3.11499,3.410147,4.684531,-2.499626,5.011197,-1.902204,1.848855,5.011433,4.638223,-0.895127,-0.940824,3.060147,2.51422,4.18599,4.962302,4.785562,5.289956,2.441245,2.896935,NA,2.284394,1.934484,0.760754,2.93572,3.167208,4.405181,1.976705,3.180705,2.158284,3.929962,-3.586042,1.280362,3.657798,1.004763,3.232326,1.075813,NA,4.295688,1.418163,4.361963,-1.743075,3.114938,3.697679,2.697447,-3.61784,NA,NA,3.772505,4.535022,-0.018125,5.000031,1.598071,NA,NA,2.621206,4.755363,-2.308644,3.805357,1.174894,-1.726256,1.495564,3.964825,2.875376,0.392566,5.403681,-0.524077,0.288251,NA,2.08247,1.786162,4.11594,2.9955775,2.668608,3.842879,2.5861,-6.104525,-3.052853,-5.307629,1.285891,3.563577,0.491225,3.821474,3.488835,3.211038,3.600639,3.973005,0.288567,NA,3.3899
"KMRC1",6.829715,3.33749,NA,2.816321,1.963145,4.708584,NA,NA,5.084169,5.182609,2.604347,NA,1.122809,NA,NA,NA,NA,2.91253,3.501691,NA,1.598049,NA,NA,NA,NA,2.188032,0.623113,NA,0.142248,NA,5.801272,NA,2.575363,NA,-5.410857,1.652457,-1.212883,NA,0.888443,4.9532,NA,5.819734,1.238472,NA,4.996523,-1.341462,-1.338017,-3.420069,-0.577213,NA,NA,-3.638595,NA,NA,NA,NA,-0.277846,5.486718,6.326021,3.817239,NA,2.477249,3.521618,NA,4.050228,-3.093626,0.481692,6.024487,4.690741,NA,NA,NA,5.369635,NA,4.192311,NA,1.801387,3.73444,NA,NA,NA,2.168326,NA,NA,4.863176,5.766774,5.504338,-1.365687,NA,-1.89817,5.610583,6.177805,NA,NA,2.752899,3.080424,4.988718,NA,NA,2.660808,NA,4.522284,NA,NA,3.945327,4.658277,NA,NA,3.78163,NA,0.927293,NA,5.082302,6.320552,0.16673,4.024386,NA,1.518039,2.889625,2.764378,NA,NA,1.458352,5.098727,NA,NA,NA,5.079119,-3.088023,NA,NA,NA,NA,NA,3.916024,4.009108,NA,NA,3.971896,NA,-4.570754,NA,4.341871,-3.388002,4.380551,3.622454,2.504364,-0.339801,7.422308,NA,NA,NA,0.940387,4.104074,3.737972,1.503499,NA,5.45067,2.580966,-2.355006,NA,-1.107475,2.584145,2.6738,3.366758,3.840395,4.604876,NA,NA,NA,3.134341,NA,NA
"KMRC20",4.947437,3.078096,5.416305,1.758886,2.69954,4.378928,4.320167,1.599842,4.657058,5.182151,3.211375,NA,1.505217,2.507309,4.505851,3.948503,2.210681,3.488576,1.913299,2.085327,3.266428,2.929512,2.402819,6.008603,NA,2.74871,-0.180057,NA,3.246876,NA,5.654776,3.856213,1.646914,NA,-5.201101,1.273699,-3.027463,6.810751,1.958991,1.795495,3.491833,5.587474,1.232075,4.403511,4.460921,-3.0295715,-1.664666,NA,-0.261553,1.23751,-1.685695,-3.085283,NA,3.748526,2.067749,3.031716,-0.674979,5.111441,5.632462,1.971609,6.246166,0.754681,4.236778,2.633816,3.630743,-2.988974,1.000889,4.361628,4.881591,4.053235,NA,3.157207,5.658218,3.41496,5.382542,5.021139,5.092365,2.540019,3.045404,NA,NA,2.370251,4.302717,5.087531,4.431287,4.43886,5.717466,0.513304,5.499523,-1.710629,3.667476,5.727369,5.918116,-0.822301,0.155764,3.688385,2.717576,4.24003,4.636175,4.08735,6.420517,3.459744,5.350834,NA,5.749588,2.210736,1.346822,3.999925,4.288004,5.084466,3.039559,2.806895,3.3450785,4.389155,-2.430973,4.347149,4.767638,1.434077,4.607912,-0.945012,NA,5.47361,1.755691,4.747907,-0.459781,3.182675,3.796011,2.855953,-1.270924,NA,NA,4.593611,3.721617,0.416715,4.046442,2.32288,NA,NA,4.533223,4.765528,-6.018935,4.144816,2.43104,-3.404144,3.568918,3.583917,3.538359,0.803702,6.585402,0.959523,-0.330481,NA,1.852485,4.0166505,4.273834,3.994236,2.765968,4.068187,2.55818,-3.652968,-0.190559,-2.564363,1.503069,4.307771,1.691635,3.577615,4.010886,4.93113,3.862548,5.209555,3.233779,NA,4.012717
"KMS12BM",4.147036,-2.843432,4.931553,1.531193,1.139323,3.543472,3.008277,2.067539,2.306015,3.280725,3.75822,NA,2.06444,-0.323074,3.847625,3.434546,1.121207,1.927805,0.708638,-2.877494,2.545459,1.56719,1.595114,-3.732741,NA,0.660155,-1.431038,NA,2.080054,NA,3.60603,1.554965,0.460104,NA,-5.728047,-0.400479,-2.793419,5.220318,1.691743,1.480072,1.310537,3.793393,0.916026,4.2006,3.330141,-5.313569,-2.586923,NA,0.960645,-1.824245,-4.168897,-5.6581265,NA,1.894857,-0.133834,3.04626,-2.115894,4.169367,3.73025,1.027067,3.884024,0.764095,2.298499,1.798295,2.503142,1.387068,0.154202,3.642591,4.362101,2.647055,NA,0.936521,3.982656,-0.08732,1.512605,4.36205,2.321562,1.526454,1.405857,NA,NA,1.616999,3.193989,3.748537,2.400525,0.704209,3.984607,-3.247184,4.360841,-2.725035,1.613066,3.295036,3.134874,-1.99523,-0.98405,0.740946,1.901027,2.84756,3.604287,-1.823699,4.904429,1.763552,3.991845,NA,3.517525,0.707489,1.34447,2.440735,3.057261,NA,0.380719,-1.644196,0.364856,2.792417,-5.481445,1.181575,3.307645,0.755322,1.971466,-0.247419,NA,4.146247,-0.252819,3.169587,-2.542,2.656376,1.697407,2.736733,-3.35941,NA,NA,3.380144,2.520685,-1.876731,4.384464,0.985889,NA,NA,3.28855,4.64715,-4.956352,2.824017,0.877169,-4.727648,3.526811,2.113167,1.506638,-0.319092,3.088479,-0.67231,-0.973347,NA,1.735006,2.197625,2.008045,2.449338,0.71183,2.591435,-4.088156,-6.191222,-5.105228,-5.499981,-0.183234,2.401987,0.687979,2.537394,2.704411,2.508923,4.056859,3.420903,-0.154967,NA,2.599449
"KOPN8",2.550932,-2.674799,5.439342,1.049986,2.041613,3.355896,2.50632,-2.357215,2.593143,3.453458,2.419725,NA,1.492969,-0.544531,4.831741,3.740059,2.499004,1.88967,0.734404,-1.538491,1.893127,0.885309,0.437144,-1.323315,NA,-0.909402,-1.697845,NA,2.381169,NA,2.881817,2.3725,1.782003,NA,-5.760011,0.274019,-4.890189,5.323807,1.663662,0.335353,1.480113,3.187925,-3.454683,4.105655,3.114501,-5.7033915,-2.446405,NA,1.643557,1.863019,-3.433166,-5.999516,NA,1.316687,-0.229724,1.973689,-4.519045,2.957991,3.916381,0.748412,0.857965,-0.474717,2.596732,2.069941,2.762409,-6.240561,0.176829,2.740719,2.481639,2.355606,NA,0.629201,3.33286,0.471175,2.537729,4.372459,3.278472,-0.228927,1.908655,NA,NA,1.774767,NA,4.058627,3.121662,2.87597,4.131188,-4.55914,4.372716,-2.101779,1.22388,1.120773,3.528258,-4.27039,-0.777132,2.39754,1.512586,3.560234,4.372716,-0.35214,4.998078,1.411334,0.680228,NA,1.895415,1.862238,-0.437533,3.92185,0.750303,4.195774,1.338456,-0.57112,0.477632,1.878515,-4.765191,0.985929,1.235436,-1.482773,2.061532,-1.51156,NA,3.891339,1.882634,3.302309,-2.192695,1.606751,2.860146,2.114153,-2.337256,NA,NA,4.083911,3.035151,-2.157658,2.134418,0.370352,NA,NA,1.440254,4.806844,-5.566113,2.670758,1.213821,-4.665824,-2.714101,2.693436,2.710548,-1.085476,3.142285,-3.108185,-2.772718,NA,-1.768087,1.1236815,1.838905,2.8200885,0.277217,0.857454,-3.287049,-5.986828,-4.130554,-5.031492,0.092305,1.453254,0.448441,1.210891,3.084222,2.699607,2.435891,3.637309,-0.13788,NA,2.469666
"KP2",6.615755,1.816606,7.119309,2.592621,4.449344,5.852597,4.691414,3.639141,4.775388,5.795621,3.724105,NA,2.61496,5.538942,6.661736,4.223966,4.03147,4.155284,4.102831,4.911116,6.040111,3.600931,5.455035,6.400786,NA,5.328726,0.89072,NA,4.225567,NA,4.982761,5.335752,1.198603,NA,-4.384126,1.543438,0.639102,6.774126,3.244096,5.607214,3.901325,6.001894,3.559409,5.462965,5.237363,-2.485215,-0.087583,NA,1.565244,0.238573,-2.164756,-1.030222,NA,4.588504,4.678768,5.859385,0.921941,5.774644,5.676513,3.715039,6.377208,0.910301,4.411222,3.162288,4.659729,4.656866,1.590208,6.32789,6.186398,4.959853,NA,2.786675,5.822715,6.217979,6.277375,5.258419,5.829863,4.810383,3.264158,NA,NA,6.277375,5.645984,4.489436,3.930762,4.285841,5.199571,1.717857,6.124557,-1.693076,5.563472,6.277375,6.873042,4.071065,1.521465,4.860548,5.147385,5.289865,5.548599,3.047929,6.183739,4.982674,6.16656,NA,6.141992,3.410015,2.467059,3.905197,5.074358,NA,3.500046,5.916915,6.459292,5.792292,-1.44897,4.936774,5.634178,-0.919204,5.298791,1.615545,NA,6.275743,2.702824,5.052183,2.951534,6.660455,4.51821,2.923669,-0.456236,NA,NA,5.5924,5.698332,1.834373,4.596962,2.854571,NA,NA,2.012503,2.668277,-2.959251,3.905342,3.087926,-3.707416,4.660229,5.701872,2.552322,2.835962,6.292054,2.27128,3.685921,NA,-0.576131,2.465057,4.779139,4.4189855,5.150011,3.815003,3.635234,-1.592809,1.979724,-2.262216,2.434043,3.529032,2.903211,2.72293,4.123992,4.487179,6.240479,4.548869,3.718736,NA,4.028076
"KP3",4.886346,3.991918,6.83272,3.291924,4.486782,5.493092,5.577703,3.770566,5.644029,5.829389,6.575992,NA,4.989707,3.743524,6.034209,4.964864,3.73893,3.419524,4.920526,3.899719,3.266866,4.000851,6.193213,6.490089,NA,4.435012,1.725954,NA,4.839402,NA,5.134729,4.422098,2.492788,NA,-4.476533,1.991032,2.58334,7.289672,2.521284,4.794789,5.752322,6.844144,4.318062,6.96126,6.606516,-1.0512425,0.927527,-4.249531,3.018731,2.86885,-0.960165,-0.910109,NA,4.071716,6.764243,4.446386,1.500446,6.094714,7.210466,4.338502,6.737885,3.919143,5.046521,3.031983,4.539134,6.031567,1.418185,5.266221,6.060658,4.428904,NA,4.709726,6.202116,5.74932,5.47466,6.419593,4.989179,7.339992,3.885127,NA,NA,4.520228,6.153131,5.872201,5.342841,4.07005,5.800396,-0.445721,5.647948,-0.75602,4.084165,6.33903,6.716444,5.217464,3.104154,5.77898,5.741753,5.77403,5.683356,6.113203,7.621268,5.521605,6.46503,NA,7.447068,5.759654,2.801405,5.296711,5.659816,NA,3.895857,4.687615,6.2690635,7.010282,1.28335,4.51424,6.646768,2.85269,5.902885,4.891291,NA,6.741609,3.380866,4.871897,1.23778,7.160335,4.825964,5.428921,0.297708,NA,NA,5.692224,6.804473,0.74369,5.153307,4.813163,NA,NA,5.637435,6.297052,-1.288496,3.714049,5.657086,-1.563671,5.580707,4.853245,4.673854,3.059136,6.085101,5.025951,4.201416,NA,2.763748,4.0281275,5.005873,4.4040045,5.8913,5.379661,2.516059,-1.688666,1.435467,0.583278,3.56619,6.229769,5.990473,4.623655,4.565704,5.779022,5.435188,5.281387,3.967514,NA,5.471234
"KP4",4.290927,4.062943,4.635997,2.222548,3.513874,3.683487,3.723318,-0.511612,5.169531,4.041671,4.71846,NA,3.140336,1.073696,5.378223,5.287351,1.717801,2.514195,4.070456,1.30621,3.106979,1.266866,2.261456,5.600587,NA,2.455678,0.644577,NA,3.493997,NA,5.396418,3.636779,3.399846,NA,-4.246942,0.727169,-3.28912,6.494643,2.692718,3.512312,1.043933,5.394794,1.382745,5.322403,5.514479,-4.678432,-1.631873,-4.260299,3.110116,-0.280316,-3.213636,-5.445009,NA,3.364233,5.433739,4.569044,-1.752508,5.169848,5.847604,3.655276,5.280065,-0.730418,3.8247335,2.923964,3.907907,-2.337033,0.767026,4.694899,5.096087,4.579895,NA,2.910629,4.772291,4.327033,4.52866,5.253273,4.868383,1.602282,3.184939,NA,NA,4.617855,5.535813,4.865681,4.384323,3.83551,5.521485,-3.524491,4.897591,-1.21792,2.908437,5.341377,4.456574,-0.38813,0.392907,2.95075,4.839486,4.176138,5.364516,3.526615,6.092505,4.420998,5.219965,NA,4.91602,3.927091,1.76164,3.197886,4.231046,NA,2.83182,2.836354,4.0056575,4.406141,-4.605506,2.019284,5.503205,-0.020641,4.448675,-1.091295,NA,5.40691,1.97282,4.769426,-1.809185,5.409217,4.935866,2.960658,-0.891272,NA,NA,5.325827,5.412469,-0.658926,5.128477,0.381076,NA,NA,2.655574,3.265489,-6.393433,4.065185,2.421202,-2.754039,3.578959,3.504423,3.18438,-0.54409,5.934359,-1.238459,-0.211126,NA,0.3162,0.8592685,2.038768,4.121468,4.524548,5.402716,2.345747,-5.134259,-3.881812,-3.527849,2.469257,3.32664,1.912143,4.120606,3.977658,4.65036,4.62305,4.379167,1.053077,NA,3.920907
"KPNYN",3.765484,-3.052818,6.929612,2.273345,3.368408,4.741182,3.913936,-0.312133,3.651125,4.017363,NA,NA,NA,2.109361,5.209486,3.787735,4.452589,3.011578,2.048416,4.874054,4.20593,5.103863,1.536161,6.261046,NA,-0.212134,-2.059528,NA,4.313546,NA,4.698881,2.867702,3.144009,NA,-4.350862,2.068004,-3.712882,5.711255,2.246663,1.330756,4.142539,5.775195,0.247045,5.124619,5.365911,-1.04894,-1.734634,NA,3.76536,3.252896,2.242441,-0.9116275,NA,2.813744,1.115417,5.787791,-1.638916,4.956847,5.489825,2.974093,4.44492,0.815688,3.906931,3.520215,3.994282,-2.954125,0.732258,5.301289,5.339313,3.215132,NA,2.939646,NA,5.848185,3.641256,4.684903,4.946192,0.947591,2.653078,NA,NA,2.612901,5.140003,4.697436,4.070795,2.829401,NA,-1.759904,4.612125,-1.385514,3.328884,5.86088,4.586213,0.964141,-0.862978,3.081923,0.143249,5.757195,3.428251,NA,6.499783,4.790876,2.679737,NA,2.34418,1.342087,2.406508,3.272714,3.057678,NA,1.997091,5.86088,4.375865,4.83838,-4.0212,3.87925,2.86897,-0.01514,3.081826,0.07282,NA,4.353309,1.795216,5.835542,2.816399,2.874776,2.700418,2.426708,NA,NA,NA,3.791421,5.210415,0.331351,5.398075,2.760429,NA,NA,2.927774,4.278423,-6.005837,4.524105,2.91015,-1.46387,0.966299,4.825928,2.05376,-0.58228,6.693703,0.630763,0.478732,NA,0.769094,3.4990865,2.159234,3.786679,2.15207,NA,-3.279005,-2.254424,3.46153,NA,0.670152,NA,0.622332,2.903135,3.311493,3.561644,5.193039,3.835977,2.580886,NA,4.082793
"KS1",5.103971,2.976836,3.044843,2.303476,2.711964,5.005229,4.157892,0.163968,3.272996,5.575737,2.807608,NA,1.342922,0.574802,5.911523,1.678325,1.145518,3.223008,3.1834,-0.685566,3.553459,1.298965,2.311176,5.250447,NA,3.718085,0.975612,NA,3.809935,NA,5.441075,3.985696,1.168403,NA,-4.618638,1.25064,-0.966944,5.496093,1.469451,4.736629,3.377418,5.515533,3.968301,5.446627,5.350702,-4.4491315,-1.364299,-2.276766,0.694927,1.612353,-3.461002,-2.965834,NA,2.601359,2.203594,2.470989,-0.741917,5.682419,5.613354,2.941376,5.808951,0.725002,4.1233855,2.969002,3.772451,2.060163,0.611537,5.599831,5.401196,4.500299,NA,3.070564,4.274962,1.527926,4.196119,3.475459,4.642826,4.271008,3.265544,NA,NA,5.06522,5.576637,6.083557,5.119246,3.516663,4.970048,-3.816899,3.266853,-1.223648,4.800013,4.752698,4.079111,0.964719,2.375533,4.199785,4.43146,4.209269,3.559906,4.963197,5.866498,4.162351,4.804255,NA,2.062803,3.195831,2.131339,3.237336,5.373701,NA,2.284889,1.136278,3.2875065,5.565105,-0.496413,4.158583,2.985448,-0.18542,4.475408,2.483097,NA,4.823493,1.671706,5.417363,-1.349431,2.693036,2.63997,3.699905,-2.703379,NA,NA,4.920233,4.458408,-0.848255,3.889229,2.909631,NA,NA,1.453589,3.22337,-5.250979,2.918998,4.31956,-2.9125,5.071956,4.876618,1.789022,0.573556,6.541817,0.43886,1.251794,NA,0.231592,1.947517,5.163647,2.7610325,2.274653,4.259995,2.709126,-2.760274,-2.946096,-2.689022,1.886663,2.531635,5.582169,4.657816,3.908885,4.744015,2.844032,3.807631,3.366402,NA,3.08777
"KU1919",2.551171,1.499588,3.646193,2.066205,2.136783,3.838229,3.576426,0.378317,4.617477,4.691286,2.710672,NA,3.152713,0.72027,5.273005,4.347431,2.04939,2.632275,3.190079,-1.491301,2.779345,0.382008,1.353682,5.316637,NA,0.710195,-0.625966,NA,4.12745,NA,4.79656,2.334257,2.041541,NA,-4.831507,0.655404,-3.671613,5.997228,2.150891,2.528605,2.668743,4.779102,-1.470559,4.515014,2.485769,-5.4128695,-2.052484,NA,0.58238,2.419096,-4.239266,-5.503957,NA,2.806373,0.8941,2.983877,-2.554748,4.964539,5.133619,1.597186,4.250958,0.918289,3.161863,2.564619,2.581902,-3.334737,-0.004543,4.122168,4.151859,3.612257,NA,2.243881,4.444787,1.293284,2.723268,4.703314,3.100984,1.00845,2.479396,NA,NA,2.247056,4.378775,4.214727,3.747959,4.057383,4.94661,-3.883867,4.410907,-1.21214,2.582429,4.990616,3.491623,0.318827,-0.44452,3.158856,3.165157,4.172737,4.881393,4.815409,5.631437,1.961424,3.035323,NA,2.434429,2.276315,1.34865,4.772717,3.746691,NA,2.585612,-0.402306,2.41373,2.863149,-4.157205,2.387853,3.685988,-2.714298,3.482643,-0.968035,NA,4.543421,2.245321,4.095398,-2.147516,5.400055,1.565018,2.801064,-1.419508,NA,NA,4.826794,3.640022,-1.133198,4.506736,2.428222,NA,NA,-1.759169,0.182446,-3.782499,3.279522,1.419699,-3.790003,2.8662,3.48157,4.669996,-0.650886,5.980594,-0.740819,-0.622276,NA,-4.748589,-0.8720805,1.942977,2.6109825,0.75039,2.961874,1.813679,-4.427156,-3.837337,-4.201207,-0.189924,-1.651952,0.459612,2.832829,3.156192,3.817745,2.127538,4.32172,1.477477,NA,3.374865
"KU812",4.277353,0.819302,4.087791,1.04329,1.719414,3.885921,2.694552,-1.421375,3.685615,3.828661,0.440145,NA,2.322785,-0.178564,2.689583,2.4956,-1.038115,0.675983,2.807696,-2.67498,3.179094,1.154736,1.857112,-2.21191,NA,0.42068,-1.901344,NA,4.463271,NA,4.57453,1.689851,1.549404,NA,-5.428226,0.56418,-3.721304,4.724167,0.408711,1.129983,-0.449848,3.716291,-3.380307,4.039042,1.452006,-5.134535,-2.516118,-6.292609,-8.327915,-2.412158,-3.800786,-5.7297325,NA,1.784811,0.851798,2.100292,-1.367315,4.805131,4.467777,0.743135,0.573095,-2.578294,2.2102185,0.899272,2.760203,-4.427162,0.583564,3.580133,3.694337,1.042221,NA,1.430531,2.635982,0.713628,2.413691,1.169772,3.237945,1.250198,1.61474,NA,NA,3.028233,2.764631,3.803294,2.499482,2.195349,3.872902,-4.084425,2.990389,-2.066244,2.080379,2.862075,4.490467,-1.375753,-0.940863,2.039527,1.707508,3.62212,2.848468,1.210406,4.471111,-6.317431,1.389015,NA,3.055096,2.122022,0.082006,3.096975,4.0667,4.033001,0.858304,-0.99857,2.4279845,4.574976,-4.785363,1.269578,3.240791,-3.831959,2.332376,-0.541243,NA,4.573295,1.754578,2.730607,-2.09139,3.831936,2.151966,2.509199,-3.663565,NA,NA,3.298669,3.306266,-2.048418,3.091637,2.272391,NA,NA,-1.424726,-1.039366,-3.564003,1.496183,1.075457,-3.223556,0.568288,2.279221,3.130145,-0.282127,3.972161,-1.243944,-1.298621,NA,-5.563108,-0.6805385,3.702664,2.072744,0.696213,0.495722,1.005495,-6.146033,-5.018514,-5.300911,0.637163,-0.814975,1.006749,2.609886,3.959254,2.664286,2.500552,3.333989,0.334533,NA,2.537839
"KURAMOCHI",7.68458,2.807707,7.447655,3.520301,3.964292,5.691425,4.494928,4.636842,5.43143,5.854695,5.525173,NA,4.404411,3.619602,6.442265,5.663756,4.128209,3.234364,5.373357,0.965478,3.943073,5.554379,1.092541,6.430614,NA,4.544665,1.603409,NA,4.069902,NA,5.735134,5.197062,3.700729,NA,-3.509312,3.318432,1.941764,7.499927,4.395317,6.007594,5.329448,6.185015,5.445129,6.102795,7.036285,-1.337971,2.750323,-4.869354,0.067018,1.224553,-0.49059,-0.01553,NA,4.913145,5.426039,4.997756,0.113483,6.242789,7.352609,3.73145,7.049072,3.431417,5.023744,4.597599,5.236701,5.960446,2.302011,5.979918,6.17893,5.454991,NA,4.142613,6.736828,2.891347,5.772672,5.993018,5.415246,6.832949,3.792921,NA,NA,4.914868,5.954482,5.845522,5.101257,5.476068,6.710318,0.422166,6.836613,-1.102944,4.797867,6.977518,6.102025,5.020699,1.183856,5.182674,5.205664,5.257129,6.856078,3.44281,7.657861,6.029459,5.969555,NA,7.365697,5.46619,1.256401,4.59584,6.061107,NA,3.404265,1.914594,7.1608115,6.896112,1.204529,5.849024,4.832275,2.915345,5.198517,2.670184,NA,6.811862,2.969877,6.30308,1.237435,7.615961,5.2268,5.275545,-1.373557,NA,NA,5.761785,4.859807,1.281331,4.848871,4.713515,NA,NA,3.945647,6.140678,-5.049002,5.346431,4.819171,-3.361009,6.019724,4.340667,4.244104,2.725404,6.56485,2.40657,2.307171,NA,2.12832,3.030131,6.282135,4.72527,4.455134,6.330561,3.715073,-0.390941,1.449748,-0.916932,2.466293,4.041617,6.036206,3.061414,4.498878,4.229185,3.436797,4.917278,5.307506,NA,5.374753
"KYSE140",3.345576,3.770757,4.446999,-0.381528,0.142037,5.073578,2.365831,0.752101,2.831398,5.101951,3.508163,NA,1.910802,2.48645,5.100014,2.782387,1.699986,0.994934,2.122104,-0.516375,0.829283,1.004043,-3.022276,3.71306,NA,-0.622635,-1.958415,NA,3.564723,NA,4.048971,2.486659,2.102711,NA,-4.934758,1.147276,-1.045508,5.874499,1.571777,0.781216,3.787647,5.309089,0.233463,4.838765,4.718879,-4.425155,-2.876385,NA,1.170945,1.763314,-3.279216,-4.556171,NA,2.469039,2.214447,2.47289,-1.512044,5.458784,5.666788,0.492869,-0.229522,1.456914,3.1028455,2.94283,0.62998,1.598739,-0.514633,2.524179,4.518796,2.82794,NA,2.277442,4.730932,1.321586,3.184493,0.826606,0.554443,4.586697,2.650931,NA,NA,1.185121,3.142564,3.848489,4.60631,2.960568,5.170316,-3.223148,4.193976,-1.648072,3.178761,5.361302,4.385269,1.511817,-0.667393,2.679639,0.512722,4.373672,3.134908,5.345679,4.952787,4.182618,3.722452,NA,5.634525,2.09486,0.146714,4.799429,4.916283,NA,0.224801,0.16379,3.043773,3.666005,-4.081702,3.848225,2.672483,1.286174,4.206856,-0.329609,NA,3.829928,1.934472,3.061539,-0.005316,6.445595,2.67962,2.23188,-3.26933,NA,NA,5.079118,3.945756,-0.20504,-0.069824,2.414684,NA,NA,1.556994,3.874328,-3.781892,3.192683,2.043416,-2.827827,3.284219,3.865936,2.108879,0.113166,6.447998,1.713518,1.836979,NA,0.397515,2.638689,0.794799,-0.2598355,1.142067,1.157624,2.275016,-2.79889,0.633336,-0.542979,1.845008,3.513482,0.985454,3.77115,4.397717,3.146287,1.79421,3.406809,2.885579,NA,3.74966
"KYSE150",3.246926,2.496903,NA,0.869637,2.562623,3.628486,NA,NA,2.180431,5.268808,4.010571,NA,1.649994,NA,NA,NA,NA,1.798253,2.903384,NA,3.14309,NA,NA,NA,NA,2.89003,0.838043,NA,3.983777,NA,4.06282,NA,0.929805,NA,-5.584937,0.671927,-2.836104,NA,1.80514,3.741721,NA,5.350841,2.924796,NA,4.711994,-5.48006,-3.354272,NA,1.447155,NA,NA,-6.275551,NA,NA,NA,NA,-1.49193,5.31558,4.668413,0.701885,NA,1.084836,2.674283,NA,1.313081,1.148515,-0.340913,2.518742,3.65115,NA,NA,NA,3.19529,NA,4.156408,NA,2.41498,2.585743,NA,NA,NA,1.287745,NA,NA,4.814978,3.795705,4.154768,-4.049175,NA,-2.588368,5.131801,5.192262,NA,NA,0.948739,2.547288,4.317299,NA,NA,3.551372,NA,1.388796,NA,NA,5.072473,1.571904,NA,NA,4.187672,NA,0.577696,NA,2.273425,2.571504,-4.110596,2.086714,NA,1.237616,3.23822,-0.292332,NA,NA,0.484427,3.351832,NA,NA,NA,3.538945,-2.850935,NA,NA,NA,NA,NA,3.044529,1.540247,NA,NA,0.802808,NA,-6.04804,NA,2.043589,-2.754023,3.633749,3.530213,0.706795,0.303705,5.953327,NA,NA,NA,-0.696428,1.940482,1.948879,2.491986,NA,3.436429,2.024735,-4.923514,NA,-5.188178,1.056391,1.71961,2.065609,5.246284,4.373736,NA,NA,NA,1.627007,NA,NA
